"id","child_age","age","sex","education","race","latino","metropolis","employment","employment_type","partner_in_house","n_of_children","work_hours","day","day_off","elderly_care","childcare","sleep","insomnia","getting_ready","in_house","in_garden","vehicles","time_with_children","school_children","doctor_children","work","hobby_income","courses","shopping","services","departments","free_time","culture","sport","watching_sport","religion","phone","travel","any_children","earnings"
4336,NA,66,"M","incomplete primary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,550,0,20,0,285,0,0,0,0,0,0,0,0,0,0,240,0,240,0,0,0,30,0,NA
4337,8,34,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",2,40,"tuesday",FALSE,NA,75,585,0,0,68,0,0,35,0,0,470,0,0,0,0,0,15,0,0,0,0,0,87,1,369.23
4338,2,31,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,37,"wednesday",FALSE,NA,245,510,0,15,0,0,0,100,0,0,468,0,0,15,0,0,133,0,0,0,0,0,84,1,461.53
4339,12,32,"F","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",1,40,"sunday",FALSE,NA,0,605,120,10,0,120,0,0,0,0,0,0,0,0,0,0,0,0,35,240,0,0,20,1,557.69
4340,3,38,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",2,45,"sunday",FALSE,NA,525,570,0,15,120,0,0,195,0,0,0,0,0,0,0,0,90,0,0,0,0,0,40,1,1596.15
4341,13,49,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,60,"sunday",FALSE,NA,0,510,0,45,60,0,0,0,0,0,10,0,0,0,0,0,295,0,0,0,0,0,140,1,1300
4342,NA,80,"F","secondary","other","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,495,0,5,5,0,0,0,0,0,0,0,0,30,0,0,450,0,0,0,155,20,39,0,NA
4343,NA,80,"M","primary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,795,0,15,0,180,0,0,0,0,0,0,0,0,0,0,150,0,195,0,0,0,30,0,NA
4344,3,35,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,25,"sunday",FALSE,NA,270,450,0,20,120,0,0,135,0,0,210,0,0,0,0,0,180,0,85,0,0,0,140,1,450
4345,NA,71,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,NA
4346,NA,56,"F","secondary","white","non-latino","metropolis","unemployed",NA,"partner",0,NA,"saturday",FALSE,NA,0,460,0,75,120,0,0,0,0,0,0,0,0,40,0,0,90,0,0,0,0,0,75,0,NA
4347,3,35,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,0,375,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,894.23
4348,10,42,"F","tertiary","white","latino","metropolis","employed","full-time","no partner",2,40,"wednesday",FALSE,NA,262,492,0,80,0,0,0,70,0,0,467,0,0,45,0,0,45,0,0,0,0,0,60,1,942.3
4349,6,30,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,NA,0,480,55,60,20,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,10,58,1,NA
4350,4,43,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",4,45,"thursday",FALSE,NA,145,330,0,40,0,0,0,45,120,0,600,0,0,0,0,0,20,0,90,0,0,0,110,1,1620
4351,13,16,"M","primary","white","non-latino","metropolis","employed","half-time","no partner",2,6,"thursday",FALSE,NA,0,465,0,50,0,0,0,2,0,0,0,0,455,0,0,0,173,0,0,0,0,0,85,1,43.5
4352,NA,52,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,240,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4353,NA,56,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,715,0,0,0,0,0,0,0,0,180,0,0,0,0,0,510,0,0,0,0,0,15,0,1005.2
4354,NA,64,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,465,0,75,0,75,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,108,0,NA
4355,NA,62,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,600,0,60,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,90,0,NA
4356,NA,57,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"wednesday",FALSE,NA,0,660,0,0,0,500,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,900
4357,NA,57,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",0,28,"wednesday",FALSE,NA,0,540,0,73,35,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,44,0,269.23
4358,NA,34,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,540,0,45,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,10,60,0,NA
4359,14,52,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,60,"saturday",FALSE,NA,0,510,0,40,10,0,0,0,0,0,205,0,0,55,0,0,175,0,117,0,0,0,111,1,2884.61
4360,NA,52,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,480,0,20,20,0,0,0,0,0,0,0,0,60,0,0,0,0,55,0,0,0,205,0,2500
4361,NA,79,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,510,0,60,412,0,0,0,0,0,0,0,0,17,0,0,149,0,0,0,157,0,49,0,NA
4362,8,31,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,245,390,0,100,25,0,0,60,0,0,440,0,0,60,0,0,60,0,0,0,0,0,150,1,503.2
4363,NA,54,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,45,"tuesday",FALSE,10,0,460,0,30,0,0,0,0,0,0,295,150,0,20,0,0,40,0,0,0,0,25,155,0,NA
4364,7,44,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",2,40,"saturday",FALSE,NA,600,545,0,30,135,210,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,40,1,1384.61
4365,10,51,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"sunday",FALSE,NA,750,600,0,0,75,120,0,30,0,0,115,0,0,0,0,0,305,0,45,0,0,0,25,1,942
4366,4,37,"F","tertiary","black","non-latino","metropolis","employed","full-time","partner",2,55,"saturday",FALSE,NA,550,520,0,90,80,0,0,20,0,15,0,0,0,240,20,0,165,0,0,0,0,0,155,1,2307.69
4367,2,41,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"sunday",FALSE,NA,470,455,0,15,40,0,0,275,0,0,0,0,0,15,0,0,120,45,0,0,0,0,245,1,NA
4368,NA,56,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,510,0,45,270,210,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,NA
4369,11,33,"F","tertiary","black","non-latino","metropolis","employed","full-time","no partner",2,80,"monday",FALSE,NA,271,420,0,20,0,0,0,50,0,0,699,0,0,0,0,0,0,0,0,0,0,30,80,1,1826.92
4370,NA,63,"M","secondary","white","latino","metropolis","unemployed",NA,"partner",0,NA,"friday",FALSE,NA,0,630,0,60,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,NA
4371,NA,60,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,NA,"sunday",FALSE,NA,0,630,0,15,68,330,0,0,0,0,0,0,0,60,0,0,63,0,0,0,0,22,37,0,1525
4372,NA,70,"M","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,600,0,0,0,360,30,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,60,0,NA
4373,1,31,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,70,525,0,0,120,0,0,435,0,0,0,0,0,0,0,0,180,0,0,0,0,0,60,1,1724.25
4374,3,29,"F","tertiary","other","non-latino","metropolis","employed","full-time","no partner",1,40,"wednesday",FALSE,NA,315,425,0,45,0,0,0,0,0,0,455,0,0,0,0,0,403,0,0,0,0,0,45,1,475
4375,NA,51,"F","secondary","white","latino","metropolis","employed","full-time","no partner",0,45,"wednesday",FALSE,165,0,475,0,80,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,60,0,1461.53
4376,NA,56,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,55,"sunday",FALSE,NA,0,540,0,110,214,165,0,0,0,0,5,0,0,90,0,0,130,0,0,0,0,20,30,0,800
4377,NA,49,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,37,"monday",FALSE,NA,0,480,0,75,0,0,0,0,0,0,440,0,0,0,0,0,330,0,0,0,0,0,20,0,1423.07
4378,7,32,"F","primary","white","non-latino","metropolis","employed","half-time","partner",3,32,"tuesday",FALSE,NA,266,290,0,75,110,0,0,105,0,60,291,0,0,45,0,0,85,0,0,0,0,0,140,1,375
4379,NA,35,"F","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,36,"saturday",FALSE,NA,0,455,0,40,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,175,0,2039.04
4380,17,49,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,NA,"tuesday",FALSE,NA,0,535,0,45,120,0,0,41,0,10,90,0,0,45,0,0,290,0,0,0,0,61,59,1,153.84
4381,NA,54,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,630,0,60,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,20,0,682.8
4382,NA,45,"F","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,36,"saturday",FALSE,NA,0,630,0,50,0,130,0,0,0,0,0,0,0,45,0,0,270,0,0,0,0,0,45,0,594
4383,10,54,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,45,"saturday",FALSE,NA,635,480,0,60,0,210,0,0,0,0,60,0,0,10,0,0,225,0,60,0,0,0,90,1,2115.38
4384,15,49,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,50,"friday",FALSE,NA,0,510,0,30,60,0,0,13,0,0,30,0,0,49,0,0,531,0,0,0,0,0,121,1,1923.07
4385,NA,65,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,540,0,70,0,15,0,0,0,0,0,0,0,45,0,0,428,0,0,0,0,2,122,0,NA
4386,NA,65,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,480,0,45,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,NA
4387,NA,55,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,375,0,60,0,0,0,0,0,0,0,0,0,105,0,0,337,0,0,0,0,90,125,0,NA
4388,NA,31,"F","tertiary","asian","non-latino","non-metropolis","employed","half-time","no partner",0,20,"saturday",FALSE,NA,0,450,0,120,0,0,0,0,0,0,300,0,0,0,0,0,120,0,0,0,60,90,60,0,230.76
4389,NA,66,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",0,60,"monday",TRUE,NA,0,470,0,55,0,0,0,0,0,0,780,0,0,0,0,0,70,0,0,0,0,0,10,0,NA
4390,NA,52,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,752,0,60,0,0,0,0,0,0,0,0,0,60,0,0,240,0,0,0,0,65,45,0,NA
4391,0,18,"M","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",4,NA,"wednesday",FALSE,NA,70,540,0,40,0,0,0,0,0,0,0,240,0,0,0,0,160,0,0,0,0,0,40,1,NA
4392,NA,80,"M","primary","black","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,450,0,30,120,0,0,0,0,0,0,0,0,100,0,0,190,0,0,0,0,0,90,0,NA
4393,11,43,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",2,65,"monday",TRUE,NA,270,390,0,30,0,0,0,0,0,0,270,0,0,0,0,0,75,0,60,0,60,0,190,1,NA
4394,NA,68,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,32,"friday",FALSE,NA,0,690,0,0,0,0,0,0,0,0,5,0,0,10,0,0,510,0,0,0,0,0,55,0,1923.07
4395,NA,25,"F","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"tuesday",FALSE,NA,0,540,0,30,0,0,0,0,0,0,635,0,0,0,0,0,165,0,0,0,0,0,30,0,576.92
4396,NA,67,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,810,0,0,330,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,4,0,NA
4397,1,30,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,40,"sunday",FALSE,NA,790,505,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,185,0,20,1,1076.92
4398,12,39,"M","tertiary","white","latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,390,670,0,40,120,0,0,120,0,0,0,0,0,0,0,0,330,0,0,0,0,0,10,1,700
4399,NA,74,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,882,0,75,60,0,0,0,0,0,0,0,0,15,0,0,180,0,0,0,0,0,18,0,NA
4400,NA,24,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,45,"tuesday",FALSE,NA,0,480,0,30,0,0,0,0,0,0,510,0,0,0,0,0,180,0,30,0,0,0,45,0,1923.07
4401,6,42,"F","primary","white","non-latino","metropolis","unemployed",NA,"partner",2,NA,"sunday",FALSE,NA,750,570,0,95,43,120,15,30,0,0,0,0,0,15,0,0,20,0,80,0,0,10,50,1,NA
4402,NA,62,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"saturday",FALSE,NA,0,720,0,0,0,0,0,0,0,0,0,0,0,220,0,0,180,0,0,0,0,0,200,0,892
4403,NA,85,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,30,0,NA
4404,17,22,"M","secondary","asian","non-latino","metropolis","employed","half-time","no partner",1,20,"saturday",FALSE,NA,0,480,0,30,0,0,0,0,0,0,0,0,0,10,0,0,135,165,165,0,0,0,160,1,88
4405,10,43,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,65,"monday",FALSE,NA,0,480,0,60,0,0,0,185,0,0,300,0,0,0,0,0,0,0,45,0,0,0,270,1,2884.61
4406,16,22,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",1,NA,"friday",FALSE,NA,0,585,0,0,0,0,0,0,0,0,0,0,0,85,0,0,34,0,90,0,0,0,158,1,NA
4407,7,57,"M","secondary","black","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,0,355,0,20,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,115,1,1480
4408,1,34,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,44,"saturday",FALSE,NA,195,540,0,20,0,255,0,170,0,0,0,0,0,15,15,0,0,0,0,0,0,0,45,1,553.84
4409,7,35,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",2,40,"monday",FALSE,NA,0,540,0,60,0,225,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,30,1,1104
4410,NA,19,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,420,0,0,0,0,0,0,0,0,0,0,0,180,0,0,30,20,0,120,0,0,370,0,340
4411,NA,64,"F","secondary","white","latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,415,0,50,0,0,0,0,0,0,500,0,0,0,0,0,180,0,60,0,0,0,50,0,461.53
4412,NA,52,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",0,32,"wednesday",FALSE,76,0,405,0,120,49,0,0,0,0,0,210,0,0,22,15,0,0,0,0,0,0,5,197,0,400
4413,9,38,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",2,40,"saturday",FALSE,NA,820,540,0,0,0,0,0,20,0,0,0,0,0,0,0,0,295,0,0,545,0,0,30,1,770
4414,NA,19,"F","secondary","white","latino","metropolis","employed","half-time","partner",0,24,"sunday",FALSE,NA,0,590,0,150,0,0,0,0,0,0,410,0,0,5,0,0,45,0,0,0,0,0,55,0,255
4415,8,47,"F","secondary","white","non-latino","non-metropolis","employed","full-time","partner",1,40,"sunday",FALSE,NA,135,535,0,20,0,0,0,30,45,0,425,0,0,0,0,0,225,0,0,0,0,0,50,1,390
4416,NA,72,"M","secondary","white","non-latino","metropolis","employed","half-time","no partner",0,20,"friday",FALSE,NA,0,509,0,15,0,0,0,0,0,0,225,0,0,20,0,0,343,0,0,0,0,60,90,0,NA
4417,13,38,"F","secondary","white","latino","metropolis","employed","half-time","partner",2,10,"saturday",FALSE,NA,0,196,0,15,300,0,0,42,0,0,0,0,0,15,0,0,0,0,0,0,0,0,240,1,1000
4418,NA,58,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,448,0,45,0,30,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,34,0,384.61
4419,NA,31,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,495,0,75,0,0,0,0,0,0,480,0,0,5,0,0,300,0,0,0,0,0,55,0,1352
4420,NA,62,"M","secondary","white","non-latino","metropolis","unemployed",NA,"no partner",0,NA,"monday",FALSE,NA,0,495,0,55,85,0,0,0,0,0,0,0,0,95,0,0,90,0,45,0,50,15,158,0,NA
4421,3,37,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,715,635,0,90,20,0,0,80,0,0,0,0,0,80,0,0,180,0,57,0,0,0,53,1,2884.61
4422,NA,72,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"sunday",FALSE,NA,0,570,0,60,0,360,0,0,0,0,0,0,0,15,0,0,100,0,0,0,0,0,95,0,574
4423,NA,65,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,510,0,30,0,0,0,0,0,0,0,0,0,135,0,0,450,0,0,0,0,0,45,0,NA
4424,3,38,"M","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",1,40,"sunday",FALSE,NA,520,500,0,50,15,0,0,210,0,0,5,0,0,5,0,0,335,0,30,0,0,0,60,1,2730.76
4425,NA,85,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,620,0,52,120,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,NA
4426,NA,18,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"friday",FALSE,NA,0,490,30,45,0,0,0,0,0,0,475,0,0,0,0,0,150,0,0,0,0,0,25,0,375
4427,NA,71,"F","secondary","white","non-latino","non-metropolis","employed","half-time","no partner",0,30,"friday",FALSE,NA,0,425,0,105,0,0,0,0,0,0,440,0,0,15,0,0,120,0,0,0,0,10,155,0,100
4428,NA,25,"F","tertiary","white","latino","non-metropolis","employed","half-time","no partner",0,30,"monday",TRUE,NA,0,630,0,25,0,0,0,0,0,0,0,0,0,0,0,0,465,0,40,0,0,0,0,0,442.3
4429,NA,48,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,480,0,0,120,270,0,0,0,0,0,0,0,15,0,0,224,0,0,0,0,0,31,0,500.4
4430,NA,56,"M","secondary","white","latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,415,0,115,5,240,0,0,0,0,0,0,0,45,0,0,498,0,0,0,0,0,10,0,NA
4431,NA,54,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,45,"wednesday",FALSE,NA,0,390,0,20,0,163,0,0,0,0,595,0,0,5,0,0,120,0,0,0,0,0,29,0,1538.46
4432,NA,48,"M","tertiary","white","latino","metropolis","employed","full-time","no partner",0,40,"tuesday",FALSE,NA,0,510,0,0,0,0,0,0,0,0,530,0,0,0,0,0,255,0,65,0,0,0,25,0,2730
4433,12,47,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",2,24,"sunday",FALSE,NA,395,630,0,0,290,0,0,40,30,0,0,0,0,20,0,0,180,0,0,0,0,0,70,1,464.64
4434,NA,22,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,45,"monday",FALSE,NA,0,595,0,40,0,0,0,0,0,0,615,0,0,0,0,0,60,0,0,0,0,0,35,0,400
4435,11,48,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",2,55,"saturday",FALSE,NA,730,450,0,50,60,210,0,220,30,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,769.23
4436,NA,65,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,520,0,30,0,90,0,0,0,0,0,0,0,0,0,0,290,0,175,0,0,70,35,0,NA
4437,0,51,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",1,40,"sunday",FALSE,NA,810,600,0,90,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,300,30,120,1,480
4438,NA,80,"F","tertiary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,540,0,55,0,0,0,0,0,0,0,0,0,20,0,0,573,0,60,0,0,0,62,0,NA
4439,8,47,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",2,0,"thursday",FALSE,NA,720,420,0,0,90,0,0,0,60,0,0,0,0,45,0,0,0,0,0,0,0,0,45,1,130
4440,NA,58,"F","secondary","white","latino","metropolis","unemployed",NA,"no partner",0,NA,"thursday",FALSE,NA,0,485,0,115,0,45,0,0,0,0,0,0,0,60,0,0,160,0,186,0,0,45,74,0,NA
4441,NA,65,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,585,0,0,160,0,0,0,0,0,0,0,0,65,0,0,375,0,0,0,0,0,50,0,NA
4442,NA,74,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,465,0,30,2,0,0,0,0,0,0,0,0,15,15,0,434,0,0,0,0,20,70,0,NA
4443,3,40,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"thursday",FALSE,NA,360,465,0,10,165,0,0,187,0,0,0,0,0,105,0,0,115,0,0,0,0,0,228,1,NA
4444,10,40,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,0,300,0,0,600,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,25,1,798.74
4445,2,38,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"monday",TRUE,NA,45,450,0,15,150,90,0,105,0,0,0,0,0,0,0,0,75,0,155,0,0,0,77,1,1384
4446,NA,66,"M","tertiary","white","non-latino","metropolis","employed","half-time","partner",0,4,"sunday",FALSE,NA,0,480,0,60,90,0,0,0,0,0,270,0,0,0,0,0,450,0,0,0,0,0,0,0,NA
4447,17,42,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"wednesday",FALSE,NA,0,450,0,100,0,30,0,0,0,0,0,0,0,60,0,0,80,0,0,0,0,0,150,1,NA
4448,NA,55,"F","secondary","white","non-latino","metropolis","employed","half-time","no partner",0,12,"tuesday",FALSE,NA,0,440,0,50,0,0,0,0,0,0,297,0,0,0,0,0,251,0,0,0,0,0,78,0,80
4449,0,27,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"monday",FALSE,NA,193,410,0,40,0,0,0,197,0,0,463,0,0,25,0,0,135,0,0,0,0,0,78,1,600
4450,NA,43,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,50,"sunday",FALSE,NA,0,570,0,0,0,240,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,1076.92
4451,NA,85,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,540,0,15,15,0,0,0,0,0,0,0,0,40,0,0,400,0,50,0,0,80,20,0,NA
4452,0,30,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"friday",FALSE,NA,70,565,0,45,0,0,0,140,0,0,495,0,0,0,0,0,15,0,0,0,0,0,102,1,1300
4453,0,35,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,20,"monday",FALSE,NA,609,330,0,25,60,0,0,352,0,0,20,0,0,0,0,0,220,0,0,0,0,10,0,1,384.61
4454,NA,70,"F","tertiary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,764,0,60,0,0,0,0,0,0,0,0,0,0,0,0,158,0,30,0,0,0,0,0,NA
